                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.6993,                 4.5451,                  4.376,                 0.0078,                0.28125,                0.00636,                0.00181,                 3.3175,                 4.5275,                 4.1588,              1.429e-05,              1.429e-05,              1.429e-05
                      2,                 3.4654,                 4.3591,                 4.3419,                0.00855,                0.29688,                0.00762,                0.00191,                  3.317,                 4.5281,                 4.1588,             2.1649e-05,             2.1649e-05,             2.1649e-05
